HouseID,Location,Area_sqft,Bedrooms,Bathrooms,HouseAge_years,Garage,GardenArea_sqft,DistanceToCity_km,Price_Lakh
3433,Rajshahi,1889,4,5,37,0,0.0,23.0,118.1
3434,Rajshahi,647,4,3,4,1,0.0,5.7,94.2
3435,Dhaka,3928,6,2,2,0,1373.6,3.9,553.4
3436,Chittagong,516,7,5,38,0,217.5,8.4,98.7
3437,Rajshahi,3135,1,2,4,0,,22.7,138.7
3438,Rajshahi,1631,1,1,28,1,0.0,33.7,16.1
3439,Rajshahi,2688,3,3,12,1,,21.6,122.7
3440,Rajshahi,3634,6,3,34,0,,26.1,163.9
3441,Rajshahi,1465,4,1,3,1,0.0,28.0,55.8
3442,Rajshahi,2905,7,3,25,0,0.0,23.5,154.3
3443,Chittagong,3502,6,5,30,0,0.0,7.7,320.5
3444,Rajshahi,471,4,3,28,1,173.7,21.5,45.7
3445,Chittagong,3106,5,5,22,0,0.0,4.8,279.7
3446,Rajshahi,1859,4,4,28,0,0.0,32.7,70.8
3447,Sylhet,3217,6,1,7,1,0.0,15.0,253.4
3448,Dhaka,873,4,2,6,1,1200.3,3.1,258.9
3449,Dhaka,738,4,5,37,0,0.0,7.6,115.0
3450,Rajshahi,907,4,3,40,0,0.0,3.7,46.3
3451,Sylhet,2535,1,1,27,1,413.5,4.2,128.3
3452,Sylhet,3871,1,2,10,0,1089.5,29.0,229.5
3453,Sylhet,3275,1,1,0,0,311.1,,157.0
3454,Chittagong,2450,1,2,31,1,1957.4,23.7,182.7
3455,Sylhet,3217,1,1,19,1,0.0,23.5,150.1
3456,Dhaka,4001,6,5,18,1,880.2,11.9,553.2
3457,Rajshahi,573,6,4,24,0,399.2,20.4,71.4
3458,Chittagong,840,5,1,12,0,0.0,3.8,146.1
3459,Rajshahi,1833,5,1,1,0,0.0,1.1,140.3
3460,Chittagong,2422,3,4,17,0,1006.5,15.0,214.5
3461,Rajshahi,3209,5,5,31,0,,16.4,229.4
3462,Dhaka,2164,4,3,27,1,632.7,34.3,199.5
3463,Rajshahi,1704,5,5,10,1,,6.7,142.2
3464,Dhaka,4208,3,2,5,0,1499.5,32.5,442.8
3465,Sylhet,2126,2,3,38,0,612.9,34.3,73.8
3466,Dhaka,2494,7,5,25,0,0.0,6.3,348.6
3467,Dhaka,820,2,3,29,1,,20.3,77.4
3468,Rajshahi,3422,6,5,10,1,0.0,22.5,229.5
3469,Rajshahi,1525,6,5,21,0,489.0,2.0,161.6
3470,Dhaka,1835,5,3,12,1,1062.5,0.5,353.9
3471,Rajshahi,2588,2,2,24,0,420.5,10.8,131.7
3472,Dhaka,4408,1,1,20,0,105.9,11.8,347.1
3473,Dhaka,3764,7,3,15,0,1380.2,24.6,454.5
3474,Sylhet,4059,7,4,0,0,0.0,14.6,347.6
3475,Sylhet,4427,4,4,27,0,58.7,22.3,277.1
3476,Chittagong,601,3,2,18,1,1612.8,23.0,79.2
3477,Chittagong,909,4,2,7,0,100.5,15.0,79.0
3478,Rajshahi,1257,7,1,23,0,1003.2,11.5,115.7
3479,Sylhet,4043,5,1,29,1,0.0,23.7,246.6
3480,Rajshahi,2770,3,4,38,0,0.0,22.7,68.8
3481,Chittagong,3875,1,1,10,1,771.1,12.7,261.9
3482,Rajshahi,2081,4,1,2,1,0.0,18.6,110.9
3483,Sylhet,3265,4,1,16,0,221.2,14.3,205.0
3484,Chittagong,3047,7,2,2,0,0.0,17.1,276.0
3485,Chittagong,448,1,1,2,1,1809.6,29.5,59.6
3486,Dhaka,3022,7,4,0,1,1732.3,31.4,465.0
3487,Rajshahi,3708,5,1,3,0,1571.3,28.2,193.7
3488,Sylhet,1880,6,2,40,1,513.6,28.7,111.6
3489,Rajshahi,2387,2,3,40,1,1084.2,33.1,100.7
3490,Rajshahi,4257,5,5,9,0,1689.7,17.3,274.9
3491,Sylhet,4457,1,2,9,0,0.0,15.6,261.1
3492,Sylhet,3943,4,2,37,1,981.7,14.8,265.0
3493,Chittagong,2033,1,1,21,0,923.4,7.0,139.7
3494,Rajshahi,688,7,3,24,1,708.4,19.6,114.0
3495,Rajshahi,687,7,5,5,0,0.0,10.2,118.6
3496,Chittagong,4096,7,2,29,0,653.5,18.0,347.3
3497,Dhaka,2994,3,4,36,0,0.0,16.5,288.3
3498,Rajshahi,1788,4,3,38,0,0.0,18.5,84.5
3499,Sylhet,888,7,2,32,0,0.0,22.9,86.2
3500,Dhaka,837,3,4,10,0,0.0,4.7,164.7
3501,Rajshahi,2294,2,2,10,0,,13.0,116.9
3502,Rajshahi,2503,3,3,37,1,1059.6,,122.5
3503,Rajshahi,4485,3,1,10,0,1887.0,10.1,278.3
3504,Dhaka,3539,5,1,1,1,0.0,18.6,391.3
3505,Rajshahi,617,4,5,31,0,0.0,3.4,58.7
3506,Dhaka,1029,7,1,2,0,0.0,12.8,200.9
3507,Chittagong,1670,3,2,35,0,793.1,7.1,125.6
3508,Sylhet,2796,4,1,38,1,1108.4,27.7,186.7
3509,Chittagong,1032,1,1,10,0,0.0,20.8,36.8
3510,Rajshahi,3742,5,1,2,0,1327.7,17.0,242.0
3511,Chittagong,4284,6,2,2,1,0.0,15.3,381.0
3512,Rajshahi,1171,2,2,28,0,137.0,12.4,36.5
3513,Sylhet,3453,5,5,29,0,235.6,9.6,253.2
3514,Chittagong,489,7,2,35,1,0.0,5.6,117.5
3515,Chittagong,3709,5,4,8,1,0.0,12.9,336.4
3516,Chittagong,1788,6,4,32,1,0.0,21.9,177.7
3517,Chittagong,3081,7,5,21,1,522.4,20.2,307.5
3518,Sylhet,1252,5,1,20,1,0.0,33.2,64.5
3519,Dhaka,3815,1,2,23,1,1794.8,27.5,372.7
3520,Rajshahi,1419,1,1,33,1,610.9,27.3,15
3521,Chittagong,2148,3,1,33,0,1658.8,28.8,113.7
3522,Chittagong,1890,6,3,39,1,894.8,19.6,183.9
3523,Sylhet,1699,1,1,5,0,0.0,14.6,113.7
3524,Chittagong,3050,6,5,13,0,,20.1,265.0
3525,Chittagong,4469,4,5,22,0,0.0,18.8,328.8
3526,Dhaka,2234,7,2,13,0,1473.6,34.8,309.2
3527,Dhaka,1707,4,3,35,1,935.9,11.1,239.7
3528,Rajshahi,2339,5,1,17,0,0.0,18.8,106.5
3529,Sylhet,4252,5,1,19,0,1219.0,4.5,336.1
3530,Dhaka,4258,4,1,40,0,843.7,28.0,377.9
3531,Dhaka,3121,2,3,13,0,0.0,13.8,315.6
3532,Sylhet,2684,2,1,31,0,1132.4,3.4,169.4
3533,Chittagong,3094,3,4,33,0,1329.0,14.8,252.4
3534,Chittagong,2144,2,3,34,1,1080.2,4.9,179.3
3535,Dhaka,1545,7,4,0,1,435.4,21.0,305.0
3536,Chittagong,2680,5,5,6,0,0.0,6.6,268.7
3537,Dhaka,748,5,4,2,1,658.7,7.0,268.2
3538,Rajshahi,546,2,3,40,0,0.0,25.5,15
3539,Rajshahi,3402,2,1,15,0,0.0,8.5,165.0
3540,Sylhet,3091,1,2,38,1,745.9,17.4,137.5
3541,Rajshahi,459,2,3,10,0,0.0,15.5,25.4
3542,Dhaka,561,6,5,34,1,0.0,32.7,84.6
3543,Dhaka,1862,3,2,8,1,0.0,24.9,171.3
3544,Sylhet,3130,1,2,17,1,929.0,20.5,170.2
3545,Chittagong,2196,5,5,14,0,701.8,1.5,236.6
3546,Dhaka,2553,5,5,13,0,0.0,15.1,331.0
3547,Rajshahi,3761,5,3,14,1,0.0,13.8,248.2
3548,Chittagong,2862,7,3,11,0,0.0,19.2,246.7
3549,Chittagong,3658,7,3,40,0,1861.4,28.3,278.6
3550,Chittagong,2258,7,5,14,0,1957.0,9.0,293.2
3551,Rajshahi,4387,4,2,19,0,0.0,28.3,190.2
3552,Chittagong,2489,4,5,35,0,0.0,22.8,190.2
3553,Sylhet,1500,1,2,0,0,427.6,32.9,65.9
3554,Rajshahi,4159,3,2,29,0,0.0,5.9,185.3
3555,Dhaka,2334,6,2,19,1,0.0,18.8,284.9
3556,Rajshahi,768,4,2,36,0,0.0,16.6,15
3557,Dhaka,2937,3,4,2,1,,20.3,322.5
3558,Chittagong,3900,5,2,35,1,0.0,12.7,307.1
3559,Rajshahi,1448,6,5,9,0,1476.7,15.5,157.0
3560,Sylhet,2438,6,4,5,1,1655.5,34.6,244.7
3561,Chittagong,883,1,1,18,1,267.6,31.8,15
3562,Sylhet,3764,3,3,8,1,1986.0,30.8,286.7
3563,Chittagong,1691,6,1,3,1,1597.1,21.6,219.5
3564,Rajshahi,2906,4,5,28,1,232.9,23.5,150.8
3565,Dhaka,2782,4,3,6,0,616.9,12.8,342.9
3566,Chittagong,3019,1,1,27,0,1167.0,9.3,212.4
3567,Dhaka,1315,2,2,29,1,0.0,5.2,140.0
3568,Dhaka,663,6,1,32,1,0.0,8.7,147.2
3569,Rajshahi,833,5,3,14,1,1919.5,5.6,129.8
3570,Chittagong,568,6,4,16,0,556.0,7.8,124.6
3571,Chittagong,3920,2,1,13,1,1366.1,15.7,314.9
3572,Dhaka,2366,4,2,5,1,1210.9,34.5,317.9
3573,Rajshahi,1688,7,2,18,1,10.2,22.0,142.4
3574,Sylhet,3601,7,1,30,1,0.0,11.9,269.4
3575,Chittagong,1522,3,3,1,0,1926.3,17.7,176.8
3576,Rajshahi,3169,3,4,9,1,1551.2,29.1,178.1
3577,Rajshahi,805,4,2,7,0,957.7,31.1,62.3
3578,Dhaka,692,2,2,25,0,476.6,16.1,52.8
3579,Rajshahi,3566,5,4,25,1,,19.1,222.8
3580,Sylhet,1584,1,2,18,1,0.0,34.2,42.9
3581,Sylhet,1954,4,5,39,1,1847.3,4.9,210.6
3582,Dhaka,1531,7,5,38,0,611.9,11.0,252.5
3583,Chittagong,1816,3,3,17,0,0.0,14.8,128.1
3584,Chittagong,3660,7,4,36,0,1082.9,20.1,310.8
3585,Chittagong,2372,4,3,18,1,948.4,29.1,191.5
3586,Dhaka,4121,1,2,40,1,1076.0,2.0,422.6
3587,Dhaka,3610,3,2,21,0,755.6,33.1,319.0
3588,Chittagong,3303,4,3,7,1,1217.8,2.6,335.2
3589,Sylhet,3700,5,1,2,0,0.0,11.3,256.1
3590,Dhaka,4356,2,2,12,1,825.4,15.7,485.4
3591,Rajshahi,3588,4,2,9,0,1483.8,10.2,223.5
3592,Dhaka,2676,7,5,31,0,1331.0,18.7,359.0
3593,Rajshahi,3651,1,2,33,1,380.1,,142.0
3594,Rajshahi,846,5,3,10,0,625.3,3.4,105.5
3595,Rajshahi,1055,3,4,19,0,0.0,16.9,41.6
3596,Dhaka,4057,6,3,29,0,1700.1,22.9,484.1
3597,Rajshahi,1737,3,3,27,1,0.0,17.6,92.4
3598,Sylhet,2254,7,1,18,1,555.9,23.7,173.9
3599,Chittagong,2361,5,5,15,0,1829.7,34.2,263.5
3600,Chittagong,411,3,3,14,0,0.0,22.6,47.3
